Ticker,Name,Marketcap,Market
022100,포스코DX,81795억,코스닥
336570,원텍,13235억,코스닥
099190,아이센스,9893억,코스닥
338220,뷰노,6513억,코스닥
206640,바디텍메드,4721억,코스닥
103590,일진전기,4631억,코스피
122640,예스티,4612억,코스닥
018290,브이티,4503억,코스닥
204620,글로벌텍스프리,3594억,코스닥
063570,한국전자금융,2370억,코스닥
013570,디와이,2087억,코스피
090470,제이스텍,1790억,코스닥
222040,코스맥스엔비티,1434억,코스닥
045660,에이텍,888억,코스닥
032680,소프트센,797억,코스닥
322180,티라유텍,581억,코스닥
366330,신한제7호스팩,371억,코스닥
367360,DB금융스팩9호,162억,코스닥
